pair_id,img1,img2,gt_txt,n_inliers,inlier_rmse_px,mse_matrix,mse_sar50,out_dir
129,pair129_1.jpg,pair129_2.jpg,gt_129.txt,4,0.467031,85404.271656,29257116933.812866,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_129
130,pair130_1.jpg,pair130_2.jpg,gt_130.txt,3,0.000000,332323.949074,117168211.024288,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_130
131,pair131_1.jpg,pair131_2.jpg,gt_131.txt,3,0.000000,12435648.004483,643730.926616,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_131
132,pair132_1.jpg,pair132_2.jpg,gt_132.txt,4,0.710305,70758.426642,39690149.374332,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_132
133,pair133_1.jpg,pair133_2.jpg,gt_133.txt,4,0.481153,136483.144012,152962998135851328.000000,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_133
134,pair134_1.jpg,pair134_2.jpg,gt_134.txt,4,0.969467,75136.017567,21229664.322953,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_134
135,pair135_1.jpg,pair135_2.jpg,gt_135.txt,4,1.085497,324.557327,18514463.961752,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_135
136,pair136_1.jpg,pair136_2.jpg,gt_136.txt,4,0.752042,726158.531546,2190734193.521025,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_136
137,pair137_1.jpg,pair137_2.jpg,gt_137.txt,4,0.901579,65049.168548,1015320031.380146,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_137
138,pair138_1.jpg,pair138_2.jpg,gt_138.txt,4,0.887055,106345.476727,124414343.747396,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_138
139,pair139_1.jpg,pair139_2.jpg,gt_139.txt,4,0.784540,37585.921225,986231563.963593,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_139
140,pair140_1.jpg,pair140_2.jpg,gt_140.txt,4,0.644585,12598.362823,35013389781115.128906,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_140
141,pair141_1.jpg,pair141_2.jpg,gt_141.txt,4,1.050042,150288.046606,719625327.732331,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_141
142,pair142_1.jpg,pair142_2.jpg,gt_142.txt,4,0.716149,88563.956941,101843977163519186436096.000000,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_142
143,pair143_1.jpg,pair143_2.jpg,gt_143.txt,3,0.028169,1102221585867930.250000,3731613684.371403,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_143
144,pair144_1.jpg,pair144_2.jpg,gt_144.txt,4,0.700513,144261.519605,7803980.380653,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_144
145,pair145_1.jpg,pair145_2.jpg,gt_145.txt,3,0.000000,1303233.380709,2562204.755880,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_145
146,pair146_1.jpg,pair146_2.jpg,gt_146.txt,3,0.000000,1398783.882795,1404172824936811.250000,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_146
147,pair147_1.jpg,pair147_2.jpg,gt_147.txt,3,0.000000,55782824.216005,1625833746.758583,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_147
148,pair148_1.jpg,pair148_2.jpg,gt_148.txt,4,0.331631,66163.156465,9721275392.576324,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_148
149,pair149_1.jpg,pair149_2.jpg,gt_149.txt,3,0.000000,1302111.234334,1147817.878668,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_149
150,pair150_1.jpg,pair150_2.jpg,gt_150.txt,4,0.908167,83496.279021,74856448929300416.000000,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_150
151,pair151_1.jpg,pair151_2.jpg,gt_151.txt,4,1.164349,39327.211284,294912379032.181580,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_151
152,pair152_1.jpg,pair152_2.jpg,gt_152.txt,3,0.000000,463808.513503,100294003.023396,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_152
153,pair153_1.jpg,pair153_2.jpg,gt_153.txt,3,0.000000,3163173.657473,6467249784.146061,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_153
154,pair154_1.jpg,pair154_2.jpg,gt_154.txt,4,0.794492,95137.614718,50853377032.398720,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_154
155,pair155_1.jpg,pair155_2.jpg,gt_155.txt,4,0.722718,36986.662423,129109197481989.578125,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_155
156,pair156_1.jpg,pair156_2.jpg,gt_156.txt,4,1.029829,416624.288251,93821174.717195,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_156
157,pair157_1.jpg,pair157_2.jpg,gt_157.txt,3,0.000014,16625683603.890511,1850163435702.463379,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_157
158,pair158_1.jpg,pair158_2.jpg,gt_158.txt,3,0.000000,26884.210672,20718993.716358,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_158
159,pair159_1.jpg,pair159_2.jpg,gt_159.txt,4,0.435351,15031.080486,5606176.213785,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_159
160,pair160_1.jpg,pair160_2.jpg,gt_160.txt,4,0.943546,38017.072364,87743705.424876,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_160
161,pair161_1.jpg,pair161_2.jpg,gt_161.txt,4,0.678256,252940.528154,1038145.833791,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_161
162,pair162_1.jpg,pair162_2.jpg,gt_162.txt,4,0.715031,99220.201785,29682677570.481083,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_162
163,pair163_1.jpg,pair163_2.jpg,gt_163.txt,4,1.193620,36618.400526,29076884.256067,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_163
164,pair164_1.jpg,pair164_2.jpg,gt_164.txt,4,0.358311,99082.588155,17357975938.518299,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_164
165,pair165_1.jpg,pair165_2.jpg,gt_165.txt,4,0.793743,11229.881856,1910718687.174233,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_165
166,pair166_1.jpg,pair166_2.jpg,gt_166.txt,4,0.906952,138008.629674,14589564207.267954,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_166
167,pair167_1.jpg,pair167_2.jpg,gt_167.txt,4,0.661065,49105.165809,643805168577127.125000,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_167
168,pair168_1.jpg,pair168_2.jpg,gt_168.txt,4,0.601084,62455.448184,58861533205.371826,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_168
169,pair169_1.jpg,pair169_2.jpg,gt_169.txt,4,0.972582,73713.768997,264781.418321,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_169
170,pair170_1.jpg,pair170_2.jpg,gt_170.txt,4,0.320381,52096.507366,52746855614442594304.000000,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_170
171,pair171_1.jpg,pair171_2.jpg,gt_171.txt,4,0.764184,1132834.022889,1980823.942812,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_171
172,pair172_1.jpg,pair172_2.jpg,gt_172.txt,3,0.000000,73206.722243,53000.706716,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_172
173,pair173_1.jpg,pair173_2.jpg,gt_173.txt,4,0.412272,117684.182757,734428886923.332764,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_173
174,pair174_1.jpg,pair174_2.jpg,gt_174.txt,3,0.000000,14380294.794982,115812550.398925,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_174
175,pair175_1.jpg,pair175_2.jpg,gt_175.txt,4,0.270191,124008.090154,16555453.157478,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_175
176,pair176_1.jpg,pair176_2.jpg,gt_176.txt,3,0.000549,413772525207.247498,64020048651116.382812,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_176
177,pair177_1.jpg,pair177_2.jpg,gt_177.txt,4,0.380912,89292.795446,31217279.111317,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_177
178,pair178_1.jpg,pair178_2.jpg,gt_178.txt,4,0.382849,161249.560385,10633075339.962582,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_178
179,pair179_1.jpg,pair179_2.jpg,gt_179.txt,4,0.988260,41020.577063,32317240304.103115,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_179
180,pair180_1.jpg,pair180_2.jpg,gt_180.txt,3,0.000003,8774701.804020,39557327584135.976562,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_180
181,pair181_1.jpg,pair181_2.jpg,gt_181.txt,3,0.000000,178718211.015041,17381447.511653,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_181
182,pair182_1.jpg,pair182_2.jpg,gt_182.txt,3,0.000000,832089821.558078,359282.409321,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_182
183,pair183_1.jpg,pair183_2.jpg,gt_183.txt,4,0.467318,10811.736521,3184178.260369,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_183
184,pair184_1.jpg,pair184_2.jpg,gt_184.txt,4,0.667063,129359.452180,1036998171.141196,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_184
185,pair185_1.jpg,pair185_2.jpg,gt_185.txt,3,0.000000,2418736128.442174,29580993.577423,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_185
186,pair186_1.jpg,pair186_2.jpg,gt_186.txt,4,0.723498,114630.433978,266939152862734752.000000,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_186
187,pair187_1.jpg,pair187_2.jpg,gt_187.txt,3,0.000000,856126.044698,471583.389368,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_187
188,pair188_1.jpg,pair188_2.jpg,gt_188.txt,4,0.723894,847.715520,306594592089.228516,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_188
189,pair189_1.jpg,pair189_2.jpg,gt_189.txt,4,0.962587,585318.809954,52828418.740154,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_189
190,pair190_1.jpg,pair190_2.jpg,gt_190.txt,4,0.670170,33612.463694,141895523787.250854,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_190
191,pair191_1.jpg,pair191_2.jpg,gt_191.txt,4,0.758277,44362.797371,26866466769.204697,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_191
192,pair192_1.jpg,pair192_2.jpg,gt_192.txt,3,0.000000,12546.619027,7568516025673.988281,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_192
193,pair193_1.jpg,pair193_2.jpg,gt_193.txt,3,0.000000,187489.719040,10327750.923132,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_193
194,pair194_1.jpg,pair194_2.jpg,gt_194.txt,4,1.115034,64467.909878,1992234777.543935,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_194
195,pair195_1.jpg,pair195_2.jpg,gt_195.txt,4,0.998863,2187.703342,696413764.435518,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_195
196,pair196_1.jpg,pair196_2.jpg,gt_196.txt,4,0.941565,215128.593172,70528333.533362,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_196
197,pair197_1.jpg,pair197_2.jpg,gt_197.txt,3,0.000000,18256864.661458,878077913158.317993,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_197
198,pair198_1.jpg,pair198_2.jpg,gt_198.txt,4,1.147611,26932.185453,65759.950504,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_198
199,pair199_1.jpg,pair199_2.jpg,gt_199.txt,4,0.559940,131757.637910,426143638.968376,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_199
200,pair200_1.jpg,pair200_2.jpg,gt_200.txt,3,0.000000,211366380.148086,40783852.632588,/Users/leolan/Downloads/WorkSpace/wssf_improve/wssf_python/wssf_python/results/batch/pair_200
